cv_id,job_id,score_cosine
CV_0193,JOB_0031,0.7712138891220093
CV_0187,JOB_0066,0.7709671258926392
CV_0187,JOB_0066,0.7709671258926392
CV_0045,JOB_0073,0.7704553604125977
CV_0100,JOB_0050,0.7703940868377686
CV_0121,JOB_0007,0.770327091217041
CV_0121,JOB_0007,0.770327091217041
CV_0211,JOB_0056,0.7696850895881653
CV_0296,JOB_0029,0.7694160342216492
CV_0296,JOB_0029,0.7694160342216492
CV_0167,JOB_0085,0.7692102193832397
CV_0292,JOB_0002,0.7688744068145752
CV_0292,JOB_0002,0.7688744068145752
CV_0086,JOB_0031,0.7688069343566895
CV_0033,JOB_0034,0.7687299847602844
CV_0033,JOB_0034,0.7687299847602844
CV_0068,JOB_0016,0.7685964107513428
CV_0176,JOB_0082,0.7684270739555359
CV_0088,JOB_0062,0.7680599093437195
CV_0249,JOB_0023,0.7680597901344299
CV_0249,JOB_0023,0.7680597901344299
CV_0072,JOB_0059,0.7680011987686157
CV_0106,JOB_0031,0.7672939300537109
CV_0136,JOB_0019,0.7672579288482666
CV_0136,JOB_0019,0.7672579288482666
CV_0247,JOB_0055,0.767153263092041
CV_0247,JOB_0055,0.767153263092041
CV_0211,JOB_0013,0.7670331597328186
CV_0206,JOB_0056,0.7669917345046997
CV_0071,JOB_0073,0.7668836116790771
CV_0071,JOB_0073,0.7668836116790771
CV_0126,JOB_0013,0.7668002843856812
CV_0100,JOB_0068,0.7666530609130859
CV_0100,JOB_0068,0.7666530609130859
CV_0229,JOB_0001,0.7663367390632629
CV_0229,JOB_0001,0.7663367390632629
CV_0197,JOB_0012,0.7656729221343994
CV_0286,JOB_0071,0.7655718922615051
CV_0286,JOB_0071,0.7655718922615051
CV_0088,JOB_0071,0.7653944492340088
CV_0140,JOB_0061,0.7653675079345703
CV_0036,JOB_0041,0.7652359008789062
CV_0036,JOB_0041,0.7652359008789062
CV_0126,JOB_0034,0.7650176882743835
CV_0079,JOB_0044,0.7649987936019897
CV_0079,JOB_0044,0.7649987936019897
CV_0105,JOB_0047,0.7649515271186829
CV_0197,JOB_0000,0.76478111743927
CV_0072,JOB_0048,0.7647702097892761
CV_0092,JOB_0034,0.7647674083709717
CV_0157,JOB_0010,0.7646042108535767
CV_0068,JOB_0065,0.7637597322463989
CV_0035,JOB_0019,0.7637509703636169
CV_0231,JOB_0058,0.7636749148368835
CV_0157,JOB_0038,0.763554573059082
CV_0068,JOB_0004,0.7631337642669678
CV_0027,JOB_0056,0.7630710601806641
CV_0088,JOB_0073,0.7630670070648193
CV_0217,JOB_0025,0.7630082964897156
CV_0205,JOB_0004,0.7629878520965576
CV_0205,JOB_0004,0.7629878520965576
CV_0163,JOB_0088,0.7629283666610718
CV_0163,JOB_0088,0.7629283666610718
CV_0035,JOB_0059,0.762693464756012
CV_0035,JOB_0059,0.762693464756012
CV_0193,JOB_0048,0.7626765966415405
CV_0198,JOB_0002,0.7626208066940308
CV_0126,JOB_0056,0.7622634172439575
CV_0126,JOB_0056,0.7622634172439575
CV_0126,JOB_0056,0.7622634172439575
CV_0022,JOB_0021,0.7620960474014282
CV_0289,JOB_0083,0.7619929313659668
CV_0289,JOB_0083,0.7619929313659668
CV_0206,JOB_0034,0.7619051933288574
CV_0246,JOB_0047,0.7616598606109619
CV_0246,JOB_0047,0.7616598606109619
CV_0246,JOB_0047,0.7616598606109619
CV_0259,JOB_0019,0.7614766359329224
CV_0259,JOB_0019,0.7614766359329224
CV_0097,JOB_0043,0.7612252235412598
CV_0115,JOB_0011,0.7609504461288452
CV_0197,JOB_0089,0.7608071565628052
CV_0124,JOB_0048,0.7605423927307129
CV_0124,JOB_0059,0.7604310512542725
CV_0124,JOB_0059,0.7604310512542725
CV_0061,JOB_0006,0.7602801322937012
CV_0092,JOB_0013,0.7600721120834351
CV_0097,JOB_0077,0.7600520849227905
CV_0286,JOB_0080,0.7597749829292297
CV_0255,JOB_0023,0.7596728801727295
CV_0291,JOB_0068,0.7594171762466431
CV_0073,JOB_0004,0.7593978643417358
CV_0213,JOB_0031,0.7593669295310974
CV_0018,JOB_0080,0.7592439651489258
CV_0254,JOB_0006,0.7589579820632935
CV_0002,JOB_0080,0.7589365243911743
CV_0053,JOB_0073,0.7588634490966797
CV_0053,JOB_0073,0.7588634490966797
CV_0088,JOB_0080,0.7588335871696472
CV_0021,JOB_0006,0.7586456537246704
CV_0106,JOB_0019,0.7586153149604797
CV_0217,JOB_0077,0.758578360080719
CV_0105,JOB_0026,0.7585408091545105
CV_0086,JOB_0048,0.758472204208374
CV_0022,JOB_0007,0.7584331035614014
CV_0294,JOB_0001,0.7584051489830017
CV_0159,JOB_0088,0.7582377195358276
CV_0141,JOB_0014,0.7581016421318054
CV_0169,JOB_0004,0.7579977512359619
CV_0124,JOB_0074,0.7577998042106628
CV_0124,JOB_0074,0.7577998042106628
CV_0124,JOB_0074,0.7577998042106628
CV_0045,JOB_0080,0.7576887607574463
CV_0045,JOB_0080,0.7576887607574463
CV_0290,JOB_0010,0.7576148509979248
CV_0135,JOB_0051,0.7575944662094116
CV_0024,JOB_0085,0.7573869228363037
CV_0180,JOB_0006,0.7573145627975464
CV_0061,JOB_0020,0.7573044896125793
CV_0061,JOB_0020,0.7573044896125793
CV_0143,JOB_0059,0.7573034763336182
CV_0122,JOB_0088,0.7572269439697266
CV_0254,JOB_0020,0.756824791431427
CV_0128,JOB_0009,0.7566406726837158
CV_0135,JOB_0076,0.7565847635269165
CV_0151,JOB_0074,0.7560834884643555
CV_0030,JOB_0063,0.756030261516571
CV_0149,JOB_0080,0.7559921741485596
CV_0021,JOB_0054,0.7559765577316284
CV_0106,JOB_0048,0.7559073567390442
CV_0254,JOB_0054,0.755879282951355
CV_0201,JOB_0086,0.7557938098907471
CV_0078,JOB_0029,0.7555953860282898
CV_0163,JOB_0063,0.7553490400314331
CV_0180,JOB_0020,0.7552728056907654
CV_0151,JOB_0019,0.7551829218864441
CV_0213,JOB_0019,0.755151629447937
CV_0232,JOB_0034,0.755144476890564
CV_0232,JOB_0034,0.755144476890564
CV_0048,JOB_0009,0.7550791501998901
CV_0046,JOB_0028,0.7548710703849792
CV_0046,JOB_0028,0.7548710703849792
CV_0046,JOB_0028,0.7548710703849792
CV_0259,JOB_0048,0.754790186882019
CV_0092,JOB_0038,0.7546926736831665
CV_0092,JOB_0038,0.7546926736831665
CV_0021,JOB_0020,0.7546471357345581
CV_0198,JOB_0012,0.7545835971832275
CV_0198,JOB_0012,0.7545835971832275
CV_0099,JOB_0073,0.7545629143714905
CV_0013,JOB_0028,0.7544714212417603
CV_0013,JOB_0028,0.7544714212417603
CV_0152,JOB_0020,0.7542701363563538
CV_0124,JOB_0039,0.7541831731796265
CV_0226,JOB_0054,0.7540795803070068
CV_0046,JOB_0014,0.754009485244751
CV_0046,JOB_0014,0.754009485244751
CV_0138,JOB_0021,0.7539145350456238
CV_0216,JOB_0006,0.7538026571273804
CV_0259,JOB_0039,0.7537333369255066
CV_0138,JOB_0007,0.7535960078239441
CV_0138,JOB_0007,0.7535960078239441
CV_0217,JOB_0043,0.7535369396209717
CV_0169,JOB_0063,0.7535008192062378
CV_0178,JOB_0028,0.7534996271133423
CV_0013,JOB_0014,0.7534091472625732
CV_0121,JOB_0027,0.7532905340194702
CV_0137,JOB_0041,0.7532878518104553
CV_0137,JOB_0041,0.7532878518104553
CV_0198,JOB_0089,0.7531797885894775
CV_0117,JOB_0054,0.7531158328056335
CV_0002,JOB_0061,0.7530866861343384
CV_0002,JOB_0061,0.7530866861343384
CV_0222,JOB_0020,0.75277179479599
CV_0222,JOB_0020,0.75277179479599
CV_0222,JOB_0054,0.7527360916137695
CV_0222,JOB_0054,0.7527360916137695
CV_0216,JOB_0020,0.7526626586914062
CV_0290,JOB_0013,0.7525559663772583
CV_0290,JOB_0013,0.7525559663772583
CV_0138,JOB_0011,0.7525113821029663
CV_0273,JOB_0059,0.7523883581161499
CV_0273,JOB_0059,0.7523883581161499
CV_0273,JOB_0059,0.7523883581161499
CV_0078,JOB_0011,0.7521573901176453
CV_0188,JOB_0006,0.7521506547927856
CV_0193,JOB_0039,0.7521329522132874
CV_0238,JOB_0019,0.7520648837089539
CV_0126,JOB_0010,0.7520623803138733
CV_0241,JOB_0041,0.7519970536231995
CV_0241,JOB_0041,0.7519970536231995
CV_0098,JOB_0071,0.7515964508056641
CV_0122,JOB_0065,0.7515709400177002
CV_0115,JOB_0066,0.7514177560806274
CV_0115,JOB_0066,0.7514177560806274
CV_0115,JOB_0066,0.7514177560806274
CV_0170,JOB_0007,0.751295804977417
CV_0124,JOB_0041,0.7512037754058838
CV_0196,JOB_0021,0.7511631846427917
CV_0196,JOB_0021,0.7511631846427917
CV_0092,JOB_0010,0.7511277198791504
CV_0178,JOB_0022,0.7510436773300171
CV_0178,JOB_0022,0.7510436773300171
CV_0131,JOB_0021,0.7507175207138062
CV_0097,JOB_0044,0.7505415678024292
CV_0103,JOB_0054,0.7504355907440186
CV_0013,JOB_0022,0.7504017353057861
CV_0044,JOB_0073,0.7503588795661926
CV_0036,JOB_0057,0.7503376007080078
CV_0141,JOB_0075,0.7501763105392456
CV_0216,JOB_0054,0.7499648332595825
CV_0182,JOB_0032,0.7498795986175537
CV_0201,JOB_0022,0.7498058080673218
CV_0103,JOB_0020,0.7497749328613281
CV_0103,JOB_0020,0.7497749328613281
CV_0103,JOB_0020,0.7497749328613281
CV_0103,JOB_0020,0.7497749328613281
CV_0162,JOB_0043,0.7496023178100586
CV_0163,JOB_0065,0.749601423740387
CV_0060,JOB_0068,0.7493880391120911
CV_0060,JOB_0068,0.7493880391120911
CV_0018,JOB_0062,0.7493045926094055
CV_0018,JOB_0062,0.7493045926094055
CV_0234,JOB_0004,0.7491065859794617
CV_0238,JOB_0074,0.7490036487579346
CV_0238,JOB_0074,0.7490036487579346
CV_0213,JOB_0059,0.7487176656723022
CV_0213,JOB_0059,0.7487176656723022
CV_0135,JOB_0065,0.7486963272094727
CV_0256,JOB_0071,0.7486879825592041
CV_0256,JOB_0071,0.7486879825592041
CV_0278,JOB_0028,0.7486331462860107
CV_0141,JOB_0027,0.748497486114502
CV_0192,JOB_0053,0.7484554052352905
CV_0163,JOB_0026,0.7484107613563538
CV_0117,JOB_0061,0.7483246326446533
CV_0117,JOB_0061,0.7483246326446533
CV_0132,JOB_0073,0.7480831146240234
CV_0132,JOB_0073,0.7480831146240234
CV_0296,JOB_0085,0.7479007244110107
CV_0231,JOB_0057,0.7478874921798706
CV_0108,JOB_0088,0.7478793859481812
CV_0136,JOB_0031,0.7476264238357544
CV_0136,JOB_0031,0.7476264238357544
CV_0046,JOB_0075,0.7475682497024536
CV_0278,JOB_0014,0.7473862171173096
CV_0278,JOB_0014,0.7473862171173096
CV_0126,JOB_0038,0.7473465800285339
CV_0251,JOB_0054,0.7472476363182068
CV_0286,JOB_0061,0.7472298741340637
CV_0141,JOB_0066,0.7471793293952942
CV_0141,JOB_0066,0.7471793293952942
CV_0194,JOB_0009,0.7471622824668884
CV_0165,JOB_0076,0.7470524311065674
CV_0196,JOB_0007,0.7470341324806213
CV_0106,JOB_0039,0.7469291687011719
CV_0206,JOB_0013,0.7465938925743103
CV_0206,JOB_0013,0.7465938925743103
CV_0206,JOB_0013,0.7465938925743103
CV_0274,JOB_0044,0.7465932369232178
CV_0046,JOB_0015,0.7465753555297852
CV_0046,JOB_0015,0.7465753555297852
CV_0046,JOB_0015,0.7465753555297852
CV_0228,JOB_0083,0.7463361024856567
CV_0013,JOB_0027,0.7461093664169312
CV_0013,JOB_0027,0.7461093664169312
CV_0278,JOB_0022,0.7460095882415771
CV_0086,JOB_0041,0.7459738254547119
CV_0086,JOB_0041,0.7459738254547119
CV_0038,JOB_0004,0.7458925247192383
CV_0115,JOB_0023,0.7456303238868713
CV_0141,JOB_0060,0.7456242442131042
CV_0098,JOB_0064,0.7456067800521851
CV_0098,JOB_0064,0.7456067800521851
CV_0098,JOB_0064,0.7456067800521851
CV_0122,JOB_0051,0.7454017400741577
CV_0130,JOB_0042,0.7453380227088928
CV_0130,JOB_0042,0.7453380227088928
CV_0130,JOB_0042,0.7453380227088928
CV_0021,JOB_0008,0.7453237771987915
CV_0178,JOB_0015,0.7452782392501831
CV_0213,JOB_0039,0.7451438903808594
CV_0150,JOB_0050,0.7451435327529907
CV_0182,JOB_0031,0.7449901103973389
CV_0180,JOB_0008,0.7449707984924316
CV_0126,JOB_0083,0.7447253465652466
CV_0159,JOB_0024,0.7445368766784668
CV_0164,JOB_0034,0.7444466352462769
CV_0178,JOB_0027,0.744384765625
CV_0034,JOB_0073,0.7443147897720337
CV_0241,JOB_0032,0.7440739274024963
CV_0254,JOB_0062,0.7439925670623779
CV_0254,JOB_0062,0.7439925670623779
CV_0290,JOB_0083,0.7439907789230347
CV_0087,JOB_0032,0.7438233494758606
CV_0222,JOB_0008,0.7436604499816895
CV_0222,JOB_0008,0.7436604499816895
CV_0164,JOB_0056,0.7436498403549194
CV_0022,JOB_0029,0.7435206174850464
CV_0022,JOB_0029,0.7435206174850464
CV_0022,JOB_0029,0.7435206174850464
CV_0022,JOB_0029,0.7435206174850464
CV_0044,JOB_0064,0.7434847950935364
CV_0020,JOB_0068,0.7434730529785156
CV_0019,JOB_0049,0.7434502840042114
CV_0019,JOB_0049,0.7434502840042114
CV_0019,JOB_0049,0.7434502840042114
CV_0046,JOB_0066,0.7433375120162964
CV_0159,JOB_0000,0.7432807683944702
CV_0161,JOB_0041,0.743195116519928
CV_0152,JOB_0073,0.7431503534317017
CV_0152,JOB_0073,0.7431503534317017
CV_0232,JOB_0083,0.7431464195251465
CV_0232,JOB_0083,0.7431464195251465
CV_0201,JOB_0075,0.7431286573410034
CV_0201,JOB_0075,0.7431286573410034
CV_0192,JOB_0030,0.743006706237793
CV_0190,JOB_0013,0.742965579032898
CV_0190,JOB_0013,0.742965579032898
CV_0246,JOB_0002,0.7429549694061279
CV_0222,JOB_0062,0.7429367303848267
CV_0108,JOB_0089,0.7429019212722778
CV_0253,JOB_0018,0.7428894639015198
CV_0030,JOB_0065,0.7427879571914673
CV_0274,JOB_0077,0.7427551746368408
CV_0102,JOB_0058,0.7426633834838867
CV_0226,JOB_0073,0.7426016330718994
CV_0190,JOB_0056,0.7425159215927124
CV_0190,JOB_0056,0.7425159215927124
CV_0043,JOB_0068,0.7424740195274353
CV_0085,JOB_0068,0.74240642786026
CV_0085,JOB_0068,0.74240642786026
CV_0249,JOB_0007,0.7423421144485474
CV_0095,JOB_0021,0.7421669960021973
CV_0061,JOB_0062,0.7421244978904724
CV_0070,JOB_0021,0.7419973611831665
CV_0152,JOB_0062,0.7418321371078491
CV_0151,JOB_0039,0.7417385578155518
CV_0047,JOB_0056,0.74168860912323
CV_0027,JOB_0010,0.7416688203811646
CV_0047,JOB_0034,0.7414093613624573
CV_0132,JOB_0080,0.7413762807846069
CV_0092,JOB_0083,0.7413276433944702
CV_0081,JOB_0008,0.7413259744644165
CV_0081,JOB_0008,0.7413259744644165
CV_0182,JOB_0057,0.7412573099136353
CV_0176,JOB_0013,0.7411156296730042
CV_0239,JOB_0021,0.7409940361976624
CV_0270,JOB_0086,0.7409751415252686
CV_0058,JOB_0023,0.7409077882766724
CV_0058,JOB_0023,0.7409077882766724
CV_0058,JOB_0023,0.7409077882766724
CV_0297,JOB_0009,0.740905225276947
CV_0222,JOB_0073,0.7407470941543579
CV_0135,JOB_0016,0.740592360496521
CV_0135,JOB_0016,0.740592360496521
CV_0067,JOB_0068,0.7404953241348267
CV_0143,JOB_0057,0.740476131439209
CV_0178,JOB_0060,0.7403984665870667
CV_0028,JOB_0065,0.7403450608253479
